Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Anand,2020-06-02 20:59:32,00:01:18,,The Office (U.S.): Season 2: Office Olympics (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:18,00:01:18,US (United States)
Cow,2020-06-02 16:35:11,00:00:07,,The Last Dance: Season 1: Episode I,,iPad Pro 3 11 (Wi-Fi/Cell),00:00:17,00:00:17,IN (India)
Cow,2020-06-02 08:06:52,00:11:17,,Formula 1: Drive to Survive: Season 1: All to Play For (Episode 1),,iPad Pro 3 11 (Wi-Fi/Cell),00:11:07,Not latest view,IN (India)
Cow,2020-06-02 07:44:58,00:21:30,,History 101: Season 1: The Space Race (Episode 2),,iPad Pro 3 11 (Wi-Fi/Cell),00:21:30,00:21:30,IN (India)
Kun,2020-06-02 04:05:15,00:00:08,Autoplayed: user action: Unspecified; ,Space Force: Season 1: SPACE FLAG (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:04:46,Not latest view,US (United States)
Kun,2020-06-02 01:35:24,00:33:54,,Ozark: Season 2: The Gold Coast (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:02,00:56:02,US (United States)
Anand,2020-06-02 00:03:41,00:12:36,,Parks and Recreation: Season 2: The Possum (Episode 18),,Samsung 2016 Jazz-L UHD TV Smart TV,00:12:51,Not latest view,US (United States)
Anand,2020-06-01 23:42:00,00:21:30,Autoplayed: user action: Unspecified; ,Parks and Recreation: Season 2: Woman of the Year (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:30,00:21:30,US (United States)
Anand,2020-06-01 05:53:20,00:00:25,Autoplayed: user action: None; ,The Lincoln Lawyer_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:25,00:00:25,US (United States)
Anand,2020-06-01 04:58:57,00:54:13,,Jeffrey Epstein: Filthy Rich: Limited Series: Finding Their Voice (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:54:53,00:54:53,US (United States)
Kun,2020-06-01 04:51:29,00:29:29,,Ozark: Season 2: The Gold Coast (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:49,Not latest view,US (United States)
Kun,2020-06-01 04:50:50,00:00:17,,Ozark: Season 2: The Badger (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:41,00:58:41,US (United States)
Anand,2020-06-01 04:06:15,00:52:33,,Jeffrey Epstein: Filthy Rich: Limited Series: The Island (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:53:15,00:53:15,US (United States)
Kun,2020-06-01 03:44:07,00:00:09,,Ozark: Season 2: The Badger (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:23,Not latest view,US (United States)
Kun,2020-06-01 03:43:55,00:00:10,Autoplayed: user action: None; ,Ozark (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,US (United States)
Kun,2020-06-01 03:41:42,00:00:13,Autoplayed: user action: None; ,Clip 4: Jeffrey Epstein: Filthy Rich,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,US (United States)
Anand,2020-06-01 02:10:21,01:33:23,,Jeffrey Epstein: Filthy Rich: Limited Series: Follow the Money (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:55:29,00:55:29,US (United States)
Anand,2020-06-01 01:12:04,00:54:26,,Jeffrey Epstein: Filthy Rich: Limited Series: Hunting Grounds (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:54:26,00:54:26,US (United States)
Anand,2020-06-01 01:08:29,00:00:18,,Season 1 Bonus Video 1: Betaal,HOOK,DefaultWidevineAndroidPhone,00:00:04,00:00:04,US (United States)
Kun,2020-05-31 09:46:01,00:20:06,,Ozark: Season 2: The Badger (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,01:00:43,Not latest view,US (United States)
Anand,2020-05-31 08:09:01,00:01:05,,Season 1 Trailer: Betaal,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:05,00:01:05,US (United States)
Anand,2020-05-31 08:07:48,00:01:09,,Volume 6 Trailer: Patriot Act with Hasan Minhaj,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:09,00:01:09,US (United States)
Anand,2020-05-31 08:05:37,00:02:08,Autoplayed: user action: None; ,Trailer: Jeffrey Epstein: Filthy Rich,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:08,00:02:08,US (United States)
Anand,2020-05-31 06:15:17,00:33:27,,Space Force: Season 1: PROPORTIONATE RESPONSE (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:33:41,00:33:41,US (United States)
Anand,2020-05-31 05:43:03,00:32:03,,Space Force: Season 1: IT’S GOOD TO BE BACK ON THE MOON (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:32:17,00:32:17,US (United States)
Kun,2020-05-31 05:34:18,00:01:04,,Ozark: Season 2: The Badger (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:47,Not latest view,US (United States)
Anand,2020-05-31 05:13:38,00:29:14,,Space Force: Season 1: CONJUGAL VISIT (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:28,00:29:28,US (United States)
Kun,2020-05-31 04:52:07,00:01:43,,Space Force: Season 1: SPACE FLAG (Episode 5),,Apple TV 4K,00:04:40,Not latest view,US (United States)
Kun,2020-05-31 04:49:07,00:02:10,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Apple TV 4K,00:29:54,00:29:54,US (United States)
Anand,2020-05-31 04:14:22,00:24:51,,Space Force: Season 1: EDISON JAYMES (Episode 7),,Samsung 2016 Jazz-L UHD TV Smart TV,00:25:05,00:25:05,US (United States)
Anand,2020-05-31 03:41:58,00:32:13,,Space Force: Season 1: THE SPY (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:32:27,00:32:27,US (United States)
Anand,2020-05-31 03:13:55,00:27:53,,Space Force: Season 1: SPACE FLAG (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:07,00:28:07,US (United States)
Kun,2020-05-31 03:07:53,00:13:40,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Apple TV 4K,00:23:38,Not latest view,US (United States)
Kun,2020-05-31 03:01:04,00:06:18,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple TV 4K,00:27:35,00:27:35,US (United States)
Kun,2020-05-31 03:00:58,00:00:02,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple TV 4K,00:25:34,Not latest view,US (United States)
Anand,2020-05-31 02:44:06,00:29:39,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:53,00:29:53,US (United States)
Kun,2020-05-31 02:43:43,00:39:39,,Ozark: Season 2: The Badger (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:23,Not latest view,US (United States)
Anand,2020-05-31 02:16:06,00:27:48,Autoplayed: user action: Unspecified; ,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:27:48,00:27:48,US (United States)
Kun,2020-05-31 01:44:12,00:57:03,,Ozark: Season 2: The Big Sleep (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,01:00:02,01:00:02,US (United States)
Kun,2020-05-31 01:30:32,00:00:52,Autoplayed: user action: None; ,Clip 4: Jeffrey Epstein: Filthy Rich,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Kun,2020-05-31 01:22:41,00:25:22,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple TV 4K,00:25:32,Not latest view,US (United States)
Kun,2020-05-30 21:30:27,00:52:58,,Ozark: Season 2: Outer Darkness (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:48,01:03:48,US (United States)
Anand,2020-05-30 19:31:21,00:00:17,Autoplayed: user action: None; ,Season 1:30 Product Preview: Space Force,PREVIEW,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:17,Not latest view,US (United States)
Anand,2020-05-30 19:09:27,00:11:13,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:13,Not latest view,US (United States)
Cow,2020-05-30 18:36:58,00:18:53,,History 101: Season 1: Fast Food (Episode 1),,iPad Pro 3 11 (Wi-Fi/Cell),00:21:01,00:21:01,IN (India)
Cow,2020-05-30 18:36:49,00:00:01,,History 101: Season 1: Fast Food (Episode 1),,iPad Pro 3 11 (Wi-Fi/Cell),00:02:07,Not latest view,IN (India)
Cow,2020-05-30 18:34:32,00:02:05,,History 101: Season 1: Fast Food (Episode 1),,iPad Pro 3 11 (Wi-Fi/Cell),00:02:05,Not latest view,IN (India)
Anand,2020-05-30 17:43:14,00:29:22,,Space Force: Season 1: SAVE EPSILON 6! (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:36,00:29:36,US (United States)
Anand,2020-05-30 17:06:17,00:36:38,Autoplayed: user action: Unspecified; ,Space Force: Season 1: THE LAUNCH (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:34:15,00:34:15,US (United States)
Anand,2020-05-30 17:06:06,00:00:07,Autoplayed: user action: None; ,Season 1:30 Product Preview: Space Force,PREVIEW,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,Not latest view,US (United States)
Anand,2020-05-30 17:05:53,00:00:10,Autoplayed: user action: None; ,Trailer: Jeffrey Epstein: Filthy Rich,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:10,Not latest view,US (United States)
Anu,2020-05-30 09:55:31,00:24:07,Autoplayed: user action: Unspecified; ,Better Call Saul: Season 1: Rico (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:07,00:24:07,IN (India)
Anu,2020-05-30 09:54:49,00:00:17,Autoplayed: user action: None; ,White Lines: Season 1: Episode 1,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:17,00:00:17,IN (India)
Anu,2020-05-30 09:54:08,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer:  Space Force,TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:09,00:00:09,IN (India)
Kun,2020-05-30 08:57:25,00:00:01,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple TV 4K,00:00:16,Not latest view,US (United States)
Kun,2020-05-30 08:31:13,00:20:45,,Space Force: Season 1: SAVE EPSILON 6! (Episode 2),,Apple TV 4K,00:29:30,00:29:30,US (United States)
Kun,2020-05-30 08:30:53,00:00:10,,Space Force: Season 1: THE LAUNCH (Episode 1),,Apple TV 4K,00:00:10,00:00:10,US (United States)
Kun,2020-05-30 08:29:00,00:00:30,Autoplayed: user action: None; ,Season 1:30 Product Preview: Space Force,PREVIEW,Apple TV 4K,00:00:30,00:00:30,US (United States)
Kun,2020-05-30 07:29:07,00:09:06,,Ozark: Season 2: Outer Darkness (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:13,Not latest view,US (United States)
Kun,2020-05-30 07:16:46,00:07:42,,Ozark: Season 2: Game Day (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:27,00:57:27,US (United States)
Kun,2020-05-30 07:10:31,00:01:58,Autoplayed: user action: None; ,Ozark: Season 1 Podular: FLOURISH / Thriller - Drama - Crime,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:59,00:01:59,US (United States)
Kun,2020-05-30 03:44:15,00:49:58,,Ozark: Season 2: Game Day (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:50:15,Not latest view,US (United States)
Kun,2020-05-29 20:06:09,00:58:09,,Ozark: Season 2: Stag (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:44,00:58:44,US (United States)
Kun,2020-05-29 19:58:13,00:00:57,,Ozark: Season 2: Game Day (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:57,Not latest view,US (United States)
Kun,2020-05-29 19:58:08,00:00:02,,Ozark: Season 2: Stag (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:02,Not latest view,US (United States)
Kun,2020-05-29 04:11:04,00:05:29,,Aamir,,Apple TV 4K,00:08:09,00:08:09,US (United States)
Kun,2020-05-29 04:10:17,00:00:06,Autoplayed: user action: None; ,Dangerous Lies (Trailer),TRAILER,Apple TV 4K,00:00:07,00:00:07,US (United States)
Kun,2020-05-29 04:09:34,00:00:08,Autoplayed: user action: None; ,Ek Hasina Thi_hook_05_16x9,HOOK,Apple TV 4K,00:00:08,00:00:08,US (United States)
Kun,2020-05-29 04:03:41,00:00:57,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Apple TV 4K,00:00:58,00:00:58,US (United States)
Kun,2020-05-29 04:03:02,00:00:27,Autoplayed: user action: None; ,What are the Odds?_hook_05_16x9,HOOK,Apple TV 4K,00:00:28,00:00:28,US (United States)
Kun,2020-05-29 03:12:30,00:27:44,,Life in a ... Metro,,Apple TV 4K,02:05:28,02:05:28,US (United States)
Kun,2020-05-28 23:05:20,00:22:48,,Life in a ... Metro,,Netflix Chrome MAC (Cadmium) HTML 5,02:04:25,Not latest view,US (United States)
Kun,2020-05-28 20:45:47,00:11:54,,Life in a ... Metro,,Apple TV 4K,01:27:13,Not latest view,US (United States)
Anu,2020-05-28 14:00:01,00:06:57,,Sweet Magnolias: Season 1: Pour It Out (Episode 1),,Safari MAC (Cadmium),00:06:57,00:06:57,IN (India)
Anu,2020-05-28 13:59:25,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer: Sweet Magnolias,TRAILER,Safari MAC (Cadmium),00:00:15,00:00:15,IN (India)
Cow,2020-05-28 11:24:10,00:21:53,,Patriot Act with Hasan Minhaj: Volume 6: The Legal Marijuana Industry Is Rigged (Episode 2),,iPad Pro 3 11 (Wi-Fi/Cell),00:22:17,00:22:17,IN (India)
Cow,2020-05-28 08:22:51,01:09:04,,Extraction,,iPad Pro 3 11 (Wi-Fi/Cell),01:09:04,Not latest view,IN (India)
Cow,2020-05-28 07:50:43,00:00:22,Autoplayed: user action: None; ,Season 1 Trailer: The Last Dance,TRAILER,iPad Pro 3 11 (Wi-Fi/Cell),00:00:22,Not latest view,IN (India)
Kun,2020-05-28 07:14:17,00:18:15,,Life in a ... Metro,,Apple TV 4K,01:12:20,Not latest view,US (United States)
Kun,2020-05-28 06:55:23,00:00:01,,Life in a ... Metro,,Netflix Chrome MAC (Cadmium) HTML 5,00:54:56,Not latest view,US (United States)
Kun,2020-05-28 03:54:36,00:21:21,,Life in a ... Metro,,Apple TV 4K,00:54:55,Not latest view,US (United States)
Kun,2020-05-28 03:22:16,00:44:08,,Life in a ... Metro,,Netflix Chrome MAC (Cadmium) HTML 5,00:52:38,Not latest view,US (United States)
Kun,2020-05-28 03:04:00,00:05:15,,Article 15,,Netflix Chrome MAC (Cadmium) HTML 5,00:52:10,Not latest view,US (United States)
Kun,2020-05-28 02:51:01,00:04:54,,Ozark: Season 2: Once a Langmore... (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:32,00:53:32,US (United States)
Cow,2020-05-28 01:06:35,00:00:21,Autoplayed: user action: None; ,Season 1 Trailer: The Last Dance,TRAILER,iPad Pro 3 11 (Wi-Fi/Cell),00:00:22,Not latest view,IN (India)
Cow,2020-05-28 01:06:33,00:00:01,,Patriot Act with Hasan Minhaj: Volume 6: The Legal Marijuana Industry Is Rigged (Episode 2),,iPad Pro 3 11 (Wi-Fi/Cell),00:00:01,Not latest view,IN (India)
Cow,2020-05-28 01:06:26,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: The Last Dance,TRAILER,iPad Pro 3 11 (Wi-Fi/Cell),00:00:05,Not latest view,IN (India)
Kun,2020-05-27 19:57:12,00:12:13,,Life in a ... Metro,,Apple TV 4K,00:27:08,Not latest view,US (United States)
Kun,2020-05-27 19:56:19,00:00:44,Autoplayed: user action: None; ,Season 1 Bonus Video 1: Betaal,HOOK,Apple TV 4K,00:00:45,Not latest view,US (United States)
Anu,2020-05-27 09:15:30,00:00:13,Autoplayed: user action: None; ,Sweet Magnolias: Season 1 (Portrait Preview),PREVIEW,Safari MAC (Cadmium),00:00:13,00:00:13,IN (India)
Anu,2020-05-27 09:13:36,00:01:29,Autoplayed: user action: None; ,What are the Odds?_hook_05_16x9,HOOK,Safari MAC (Cadmium),00:01:33,00:01:33,IN (India)
Anu,2020-05-27 09:13:28,00:00:06,Autoplayed: user action: None; ,What are the Odds?_hook_05_16x9,HOOK,Safari MAC (Cadmium),00:00:06,Not latest view,IN (India)
Kun,2020-05-27 07:45:57,00:12:32,,Life in a ... Metro,,Apple TV 4K,00:14:55,Not latest view,US (United States)
Kun,2020-05-27 07:45:19,00:00:08,Autoplayed: user action: None; ,Clip 3: Jeffrey Epstein: Filthy Rich,HOOK,Apple TV 4K,00:00:09,00:00:09,US (United States)
Kun,2020-05-27 04:04:21,00:49:18,,Ozark: Season 2: Once a Langmore... (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:38,Not latest view,US (United States)
Kun,2020-05-27 04:04:17,00:00:01,,Ozark: Season 2: The Precious Blood of Jesus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:01,00:00:01,US (United States)
Anu,2020-05-26 20:00:03,00:05:48,,Patriot Act with Hasan Minhaj: Volume 6: The Legal Marijuana Industry Is Rigged (Episode 2),,Safari MAC (Cadmium),00:22:17,00:22:17,IN (India)
Kun,2020-05-26 03:55:33,00:24:56,,Ozark: Season 2: The Precious Blood of Jesus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:38,Not latest view,US (United States)
Kun,2020-05-26 03:54:15,00:00:57,Autoplayed: user action: None; ,Season 1 Bonus Video 1: Betaal,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Anand,2020-05-26 01:32:00,01:24:41,Autoplayed: user action: Unspecified; ,Fun with Dick & Jane,,Samsung 2016 Jazz-L UHD TV Smart TV,01:24:41,01:24:41,US (United States)
Anand,2020-05-26 01:31:50,00:00:06,Autoplayed: user action: None; ,Fun with Dick & Jane_hook_02_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Anand,2020-05-26 01:30:47,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer: History 101,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,Not latest view,US (United States)
Anand,2020-05-26 01:30:02,00:00:31,Autoplayed: user action: None; ,Trailer: The Lovebirds,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:31,Not latest view,US (United States)
Kun,2020-05-25 20:27:22,01:22:22,,Jodhaa Akbar,,Apple TV 4K,02:35:16,02:35:16,US (United States)
Kun,2020-05-25 20:25:12,00:01:40,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Apple TV 4K,00:01:41,Not latest view,US (United States)
Anu,2020-05-25 08:59:22,00:00:04,Autoplayed: user action: None; ,Season 1 Bonus Video 1: Betaal,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,IN (India)
Kun,2020-05-25 06:43:20,00:00:58,Autoplayed: user action: None; ,Season 1 Bonus Video 1: Betaal,HOOK,Apple TV 4K,00:00:58,Not latest view,US (United States)
Kun,2020-05-25 04:54:24,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: Betaal,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,US (United States)
Kun,2020-05-25 03:03:51,00:00:03,,Ozark: Season 2: The Precious Blood of Jesus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:33:12,Not latest view,US (United States)
Kun,2020-05-25 03:03:37,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: Betaal,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,Not latest view,US (United States)
Anu,2020-05-24 23:23:17,00:19:05,,Patriot Act with Hasan Minhaj: Volume 6: The Legal Marijuana Industry Is Rigged (Episode 2),,Safari MAC (Cadmium),00:16:29,Not latest view,IN (India)
Anu,2020-05-24 21:33:13,00:00:04,Autoplayed: user action: None; ,Dynasty: Season 3 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,IN (India)
Anu,2020-05-24 20:45:16,00:44:11,,Virgin River: Season 1: Unexpected Endings (Episode 10),,Safari MAC (Cadmium),00:44:15,00:44:15,IN (India)
Anu,2020-05-24 20:44:35,00:00:28,,Virgin River: Season 1: Everybody Has a Secret (Episode 9),,Safari MAC (Cadmium),00:40:26,00:40:26,IN (India)
Anu,2020-05-24 20:01:55,00:42:13,,Virgin River: Season 1: Everybody Has a Secret (Episode 9),,Safari MAC (Cadmium),00:41:56,Not latest view,IN (India)
Anu,2020-05-24 19:15:34,00:40:10,,Virgin River: Season 1: Into the Light (Episode 8),,Safari MAC (Cadmium),00:40:16,00:40:16,IN (India)
Anu,2020-05-24 18:21:34,00:40:18,,Virgin River: Season 1: If Truth Be Told (Episode 7),,Safari MAC (Cadmium),00:40:22,00:40:22,IN (India)
Anu,2020-05-24 18:11:01,00:10:31,,Virgin River: Season 1: Let's Mingle (Episode 6),,Safari MAC (Cadmium),00:42:37,00:42:37,IN (India)
Guest,2020-05-24 17:16:26,01:12:02,Autoplayed: user action: Unspecified; ,Amrapali,,Samsung 2017 Kant-M UHD TV Smart TV,01:56:24,01:56:24,IN (India)
Anu,2020-05-24 16:26:08,00:32:03,,Virgin River: Season 1: Let's Mingle (Episode 6),,Safari MAC (Cadmium),00:32:07,Not latest view,IN (India)
Guest,2020-05-24 16:10:39,00:44:22,Autoplayed: user action: Unspecified; ,Amrapali,,Samsung 2017 Kant-M UHD TV Smart TV,00:44:22,Not latest view,IN (India)
Anu,2020-05-24 15:14:31,00:42:50,,Virgin River: Season 1: Under Fire (Episode 5),,Safari MAC (Cadmium),00:42:54,00:42:54,IN (India)
Anu,2020-05-24 14:30:47,00:40:47,,Virgin River: Season 1: A Wounded Heart (Episode 4),,Safari MAC (Cadmium),00:41:01,00:41:01,IN (India)
Anu,2020-05-24 13:53:47,00:32:54,,Virgin River: Season 1: ... and Found (Episode 3),,Safari MAC (Cadmium),00:47:28,00:47:28,IN (India)
Anu,2020-05-24 09:37:13,00:15:12,,Virgin River: Season 1: ... and Found (Episode 3),,Safari MAC (Cadmium),00:15:16,Not latest view,IN (India)
Guest,2020-05-24 09:31:05,00:00:21,Autoplayed: user action: None; ,Amrapali,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:21,Not latest view,IN (India)
Guest,2020-05-24 09:30:12,00:00:13,Autoplayed: user action: None; ,Season 1 Trailer: Betaal,TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:13,00:00:13,IN (India)
Anu,2020-05-24 09:28:26,00:04:23,,Virgin River: Season 1: Lost (Episode 2),,Safari MAC (Cadmium),00:41:54,00:41:54,IN (India)
Kun,2020-05-24 05:01:57,00:00:01,,Ozark: Season 2: The Precious Blood of Jesus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:33:09,Not latest view,US (United States)
Kun,2020-05-24 03:34:53,00:27:40,,Ozark: Season 2: The Precious Blood of Jesus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:33:08,Not latest view,US (United States)
Kun,2020-05-24 00:06:44,00:30:21,,Ozark: Season 2: Reparations (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:24,00:59:24,US (United States)
Anu,2020-05-23 22:41:45,00:37:28,,Virgin River: Season 1: Lost (Episode 2),,Safari MAC (Cadmium),00:37:32,Not latest view,IN (India)
Anu,2020-05-23 21:55:05,00:46:38,,Virgin River: Season 1: Carry On (Episode 1),,Safari MAC (Cadmium),00:46:38,Not latest view,IN (India)
Anu,2020-05-23 21:54:33,00:00:26,Autoplayed: user action: None; ,Portrait Product Preview: Love Wedding Repeat,PREVIEW,Safari MAC (Cadmium),00:00:26,00:00:26,IN (India)
Anu,2020-05-23 21:53:24,00:00:12,Autoplayed: user action: None; ,Dynasty: Season 3 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:12,Not latest view,IN (India)
Anu,2020-05-23 21:50:40,00:00:08,Autoplayed: user action: None; ,Love (Trailer),TRAILER,Safari MAC (Cadmium),00:00:08,Not latest view,IN (India)
Anu,2020-05-23 21:50:18,00:00:19,Autoplayed: user action: None; ,The Indian Detective (Trailer),TRAILER,Safari MAC (Cadmium),00:00:19,00:00:19,IN (India)
Anu,2020-05-23 21:49:48,00:00:25,Autoplayed: user action: None; ,Peaky Blinders: Season 1_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:25,00:00:25,IN (India)
Anu,2020-05-23 21:48:54,00:00:25,Autoplayed: user action: None; ,Season 1 Hook Clip 1: Outer Banks,HOOK,Safari MAC (Cadmium),00:00:25,00:00:25,IN (India)
Anu,2020-05-23 21:48:13,00:00:16,Autoplayed: user action: None; ,Season 1 Trailer: Sweet Magnolias,TRAILER,Safari MAC (Cadmium),00:00:16,Not latest view,IN (India)
Kun,2020-05-23 21:00:50,00:27:27,,Ozark: Season 2: Reparations (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:26:46,Not latest view,US (United States)
Anu,2020-05-23 18:52:04,00:00:09,,Better Call Saul: Season 1: Rico (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:06,Not latest view,IN (India)
Cow,2020-05-23 18:07:09,00:00:29,,The People vs. O.J. Simpson: Season 1: 100% Not Guilty (Episode 4),,iPad Pro 3 11 (Wi-Fi/Cell),00:00:29,Not latest view,IN (India)
Anu,2020-05-23 18:05:35,00:46:24,,Better Call Saul: Season 1: Bingo (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:24,00:46:24,IN (India)
Kun,2020-05-23 17:51:03,01:35:03,,Dil Chahta Hai,,Netflix Chrome MAC (Cadmium) HTML 5,01:51:53,01:51:53,US (United States)
Kun,2020-05-23 17:44:39,00:05:40,,Delhi 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:57:31,00:57:31,US (United States)
Anu,2020-05-23 17:21:34,00:41:42,Autoplayed: user action: Unspecified; ,Better Call Saul: Season 1: Five-O (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:42,00:41:42,IN (India)
Anu,2020-05-23 17:19:43,00:00:05,Autoplayed: user action: None; ,Dynasty: Season 3 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:05,Not latest view,IN (India)
Anu,2020-05-23 17:19:23,00:00:04,Autoplayed: user action: None; ,Ozark (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:05,Not latest view,IN (India)
Kun,2020-05-23 17:16:15,00:18:54,,The Willoughbys,,Netflix Chrome MAC (Cadmium) HTML 5,00:38:45,00:38:45,US (United States)
Cow,2020-05-23 17:13:25,00:40:32,,The People vs. O.J. Simpson: Season 1: The Dream Team (Episode 3),,iPad Pro 3 11 (Wi-Fi/Cell),00:42:32,00:42:32,IN (India)
Kun,2020-05-23 16:55:25,00:19:11,,The Willoughbys,,Netflix Chrome MAC (Cadmium) HTML 5,00:19:56,Not latest view,US (United States)
Kun,2020-05-23 16:38:49,00:00:34,,The Willoughbys,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:55,Not latest view,US (United States)
